device_codename,brand,Retail Branding,Marketing Name,Device,oem,model,network_technology,network_2g_bands,network_gprs,network_edge,launch_announced,launch_status,body_dimensions,body_weight,body_sim,display_type,display_size,display_resolution,display,memory_card_slot,memory_phonebook,memory_call_records,sound_loudspeaker,sound_alert_types,sound_3.5mm_jack,comms_wlan,comms_bluetooth,comms_gps,comms_radio,comms_usb,features_sensors,features_messaging,features_browser,features_clock,features_alarm,features_games,features_java,features,misc_colors,network_3g_bands,network_speed,platform_os,platform_chipset,platform_cpu,platform_gpu,memory_internal,main_camera_single,main_camera_video,misc_price,main_camera_features,body,network_4g_bands,body_build,display_protection,memory,main_camera_dual,selfie_camera_dual,selfie_camera_features,selfie_camera_video,comms_nfc,battery_charging,misc_models,tests_performance,tests_camera,tests_loudspeaker,tests_audio_quality,tests_battery_life,tests_display,selfie_camera_single,comms_infrared_port,network_5g_bands,main_camera_quad,main_camera_triple,sound,misc_sar_eu,main_camera_five,features_languages,body_keyboard,misc_sar,battery,main_camera_dual_or_triple,battery_music_play,selfie_camera_triple,main_camera_v1,selfie_camera,camera,main_camera,network,battery_talk_time,battery_stand.by
ASUS_Z00RD_1,asus,Asus,Zenfone 5z ZS620KL,,Asus,Zenfone 5z ZS620KL,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2018, February","Available. Released 2018, June",153 x 75.7 x 7.9 mm (6.02 x 2.98 x 0.31 in),165 g (5.82 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.2 inches, 96.9 cm (~83.6% screen-to-body ratio)","1080 x 2246 pixels, 18.7:9 ratio (~402 ppi density)",96% DCI-P3,"microSD, up to 512 GB (uses shared SIM slot)",,,"Yes, with dual speakers",,Yes,"Wi-Fi 802.11 a/b/g/n/ac, WiFi Direct, hotspot","v5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",FM radio,"2.0, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,,,,,,,"Midnight Blue, Meteor Silver","HSDPA 800 / 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100 - B version, C version","HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat18 1200/150 Mbps","Android 8.0 (Oreo), upgradable to Android 9.0 (Pie); ZenUI 5",Qualcomm SDM845 Snapdragon 845 (10 nm),Octa-core (4x2.7 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver),Adreno 630,"256 GB, 8 GB RAM or 128 GB, 6 GB RAM or 64 GB, 4 GB RAM",,"2160p@30fps, 1080p@60/120fps, 1080p@30fps (gyro-EIS), 720p@240fps",About 500 EUR,"Dual-LED dual-tone flash, HDR, panorama",,"LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 17(700), 18(800), 19(800), 20(800), 26(850), 28(700), 29(700), 30(2300), 32(1500), 34(2000), 38(2600), 39(1900), 40(2300), 41(2500) - B version, C version","Front glass, aluminum body",Corning Gorilla Glass (unspecified version),,"12 MP, f/1.8, 24mm (wide), 1/2.55"", 1.4µm, 4-axis OIS, PDAF  8 MP, f/2.0, 12mm, 1/4"", 1.12µm, no AF",,HDR,1080p@30fps (gyro-EIS),Yes,Fast battery charging 9V/2A 18W,Z01RD,,,,,,,"8 MP, f/2.0, 24mm (wide), 1/4"", 1.12µm",,,,,24-bit/192kHz audio  Active noise cancellation with dedicated mic  DTS Headphone X,,,,,,Non-removable Li-Ion 3300 mAh battery,,,,,,,,"LTE band 1(2100), 2(1900), 3(1800), 5(850), 7(2600), 8(900), 18(800), 19(800), 20(800), 26(850), 28(700), 38(2600), 39(1900), 40(2300), 41(2500) - A version",,
htc_a52dtul,htc,HTC,Desire 826 dual sim,htc_a52dtul,HTC,Desire 826 dual sim,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2015, January","Available. Released 2015, March",158 x 77.5 x 8 mm (6.22 x 3.05 x 0.31 in),183 g (6.46 oz),"Dual SIM (Nano-SIM, dual stand-by)","Super LCD3 capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm (~68.1% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",,"microSD, up to 256 GB (dedicated slot)",,,"Yes, with stereo speakers",,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","4.1, A2DP, aptX","Yes, with A-GPS, GLONASS/ BDS (market dependant)",FM radio,microUSB 2.0,"Accelerometer, proximity, compass",,,,,,,,"White Birch, Blue Lagoon, Marshmallow White, Dark Grey, Purple Fire",HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","Android 5.0.1 (Lollipop), upgradable to 6.0.1 (Marshmallow); Sense UI",Qualcomm MSM8939 Snapdragon 615 (28 nm),Octa-core (4x1.7 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Adreno 405,"16 GB, 2 GB RAM","13 MP, AF, f/2.2","1080p@30fps, 720p@60fps",About 200 EUR,"LED flash, HDR",,"LTE band 1(2100), 3(1800), 7(2600), 8(900), 38(2600), 39(1900), 40(2300), 41(2500) - HK, India",,,,,,HDR,1080p@30fps,,,Desire 826 dual sim,,,,,,,"4 MP, f/2.0, 27mm (wide), 1/3"", 2µm (HK model)  13 MP (India model)",,,,,Dolby audio enhancement  Active noise cancellation with dedicated mic,,,,,,Non-removable Li-Po 2600 mAh battery,,,,,,,,"TD-SCDMA - HK, India",Up to 22 h (2G) / Up to 19 h (3G),Up to 626 h (2G) / Up to 687 h (3G)
A8-50LC,Lenovo,Lenovo,A8-50 A5500,A8-50LC,Lenovo,A8-50 A5500,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2014, April","Available. Released 2014, June",217 x 136 x 8.9 mm (8.54 x 5.35 x 0.35 in),360 g (12.70 oz),Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","8.0 inches, 185.6 cm (~62.9% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~189 ppi density)",,"microSD, up to 32 GB (dedicated slot)",,,"Yes, with stereo speakers (3G models only)",,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,Accelerometer,,,,,,,,"Black, White, Yellow, Red",HSDPA,HSPA,Android 4.2.2 (Jelly Bean),Mediatek MT8382 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,"8/16 GB, 1 GB RAM",5 MP,Yes,About 140 EUR,,,,,,,,,,,,,,,,,,,,2 MP,,,,,Dolby Digital Plus audio enhancement,,,,,,Non-removable Li-Ion 4200 mAh battery,,,,,,,,,,
htc_hiau_ml_tuhl,htc,HTC,One M9+,htc_hiau_ml_tuhl,HTC,One M9+,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2015, April","Available. Released 2015, May",151 x 72 x 9.6 mm (5.94 x 2.83 x 0.38 in),168 g (5.93 oz),Nano-SIM,"Super LCD3 capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm (~68.6% screen-to-body ratio)","1440 x 2560 pixels, 16:9 ratio (~565 ppi density)",,"microSD, up to 256 GB (dedicated slot)",,,"Yes, with stereo speakers",,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","4.1, A2DP, aptX","Yes, with A-GPS, GLONASS, BDS","Stereo FM radio, RDS","microUSB 2.0 (MHL 2 TV-out), USB Host","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",,,,,,,,"Gunmetal Gray, Silver Gold, Amber Gold",HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/21.1 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","Android 5.2 (Lollipop), upgradable to 6 (Marshmallow); Sense UI 7",Mediatek MT6795T Helio X10 (28 nm),Octa-core 2.2 GHz Cortex-A53,PowerVR G6200,"32 GB, 3 GB RAM",,"2160p@30fps, 1080p@60fps, 720p@120fps, HDR, stereo sound rec.",About 300 EUR,"Dual-LED dual-tone flash, HDR, panorama",,"LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 28(700), 38(2600), 39(1900), 40(2300), 41(2500)",,To be confirmed,,"20 MP, f/2.2, 28mm (wide), 1/2.4"", 1.2µm  2.1 MP, AF",,HDR,1080p@30fps,Yes (market/operator dependent),,One M9PLUS,,,,,,,"4 MP, f/2.0, 27mm (wide), 1/3"", 2µm",Yes,,,,Dolby Surround audio enhancement  Active noise cancellation with dedicated mic,,,,,,Non-removable Li-Po 2840 mAh battery,,,,,,,,,Up to 23 h (2G) / Up to 13 h (3G),Up to 598 h (2G) / Up to 626 h (3G)
greatqlteue,samsung,Samsung,Galaxy Note8,greatqlteue,Samsung,Galaxy Note8,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Yes,Yes,"2017, August","Available. Released 2017, September",162.5 x 74.8 x 8.6 mm (6.40 x 2.94 x 0.34 in),195 g (6.88 oz),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.3 inches, 101.1 cm (~83.2% screen-to-body ratio)","1440 x 2960 pixels, 18.5:9 ratio (~521 ppi density)",HDR10  3D Touch (home button only)  Always-on display,"microSD, up to 512 GB (uses shared SIM slot) - dual SIM model only",,,Yes,,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE, aptX","Yes, with A-GPS, GLONASS, BDS, GALILEO",No,"3.1, Type-C 1.0 reversible connector","Iris scanner, fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer, heart rate, SpO2",,,,,,,Samsung DeX (desktop experience support)  ANT+  Bixby natural language commands and dictation,"Midnight Black, Maple Gold, Orchid Gray, Deep Sea Blue, Star Pink (Taiwan only)",HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat16 1024/150 Mbps","Android 7.1.1 (Nougat), upgradable to Android 9.0 (Pie)",Exynos 8895 (10 nm) - EMEAQualcomm MSM8998 Snapdragon 835 (10 nm) - USA & China,Octa-core (4x2.3 GHz Mongoose M2 & 4x1.7 GHz Cortex-A53) - EMEAOcta-core (4x2.35 GHz Kryo & 4x1.9 GHz Kryo) - USA & China,Mali-G71 MP20 - EMEAAdreno 540 - USA & China,"64/128/256 GB, 6 GB RAM",,"2160p@30fps, 1080p@60fps, 720p@240fps, HDR, dual-video rec.",About 550 EUR,"LED flash, auto-HDR, panorama","Samsung Pay (Visa, MasterCard certified)  IP68 dust/water proof (up to 1.5m for 30 mins)  Stylus","LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 13(700), 17(700), 18(800), 19(800), 20(800), 25(1900), 26(850), 28(700), 32(1500), 38(2600), 39(1900), 40(2300), 41(2500), 66(1700/2100)","Front/back glass (Gorilla Glass 5), aluminum frame",Corning Gorilla Glass 5,,"12 MP, f/1.7, 26mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS  12 MP, f/2.4, 52mm (telephoto), 1/3.6"", 1.0µm, AF, OIS, 2x optical zoom",,"Dual video call, Auto-HDR",1440p@30fps,Yes,Fast battery charging 15W (Quick Charge 2.0)  Qi/PMA wireless charging (market dependent),"SM-N950F, SM-N950U, SM-N9500, SM-N950U1, SM-N950N, SM-N950W",Basemark OS II: 3374 / Basemark OS II 2.0: 3333Basemark X: 40890,Photo / Video,Voice 67dB / Noise 69dB / Ring 71dB,Noise -92.5dB / Crosstalk -93.2dB,Endurance rating 89h,"Contrast ratio: Infinite (nominal), 4.148(sunlight)","8 MP, f/1.7, 25mm (wide), 1/3.6"", 1.22µm, AF",,,,,32-bit/384kHz audio  Active noise cancellation with dedicated mic,,,,,,Non-removable Li-Ion 3300 mAh battery,,Up to 74 h,,,,,,,Up to 22 h (3G),
hero2qltevzw,Verizon,Samsung,Galaxy S7 edge,hero2qltevzw,Samsung,Galaxy S7 edge,GSM / HSPA / LTE,"GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 - G935FD, G9350",Yes,Yes,"2016, February","Available. Released 2016, March",150.9 x 72.6 x 7.7 mm (5.94 x 2.86 x 0.30 in),157 g (5.54 oz),"Single SIM (Nano-SIM) - G935F, G935W8Hybrid Dual SIM (Nano-SIM, dual stand-by) - G935FD","Super AMOLED capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm (~76.1% screen-to-body ratio)","1440 x 2560 pixels, 16:9 ratio (~534 ppi density)",Always-on display,"microSD, up to 512 GB (uses shared SIM slot) - dual SIM model only",,,Yes,,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.2, A2DP, LE, aptX","Yes, with A-GPS, GLONASS, BDS",No,"microUSB 2.0, USB Host","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer, heart rate, SpO2",,,,,,,ANT+  S-Voice natural language commands and dictation,"Black, White, Gold, Silver, Pink Gold, Black Pearl, Coral Blue","HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - G935F, G935FD, G935W8","HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat9 450/50 Mbps","Android 6.0 (Marshmallow), upgradable to Android 8.0 (Oreo); TouchWiz UI","Qualcomm MSM8996 Snapdragon 820 (14 nm) - G9350Exynos 8890 Octa (14 nm) - G935FD, G935F, G935W8","Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo) - G9350Octa-core (4x2.3 GHz Mongoose & 4x1.6 GHz Cortex-A53) - G935FD, G935F, G935W8","Adreno 530 - G9350Mali-T880 MP12 - G935FD, G935F, G935W8","32/64/128 GB, 4 GB RAM","12 MP, f/1.7, 26mm (wide), 1/2.55"", 1.4µm, OIS, dual pixel PDAF","2160p@30fps, 1080p@60fps, 720p@240fps, HDR, dual-video rec.",About 400 EUR,"LED flash, auto-HDR, panorama","Samsung Pay (Visa, MasterCard certified)  IP68 dust/water proof (up to 1.5m for 30 mins)","LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 13(700), 17(700), 18(800), 19(800), 20(800), 25(1900), 26(850), 28(700), 38(2600), 39(1900), 40(2300), 41(2500) - G935F, G935FD","Front/back glass (Gorilla Glass 4), aluminum frame",Corning Gorilla Glass 4,,,,"Dual video call, Auto-HDR",,Yes,Fast battery charging 15W (Quick Charge 2.0)  Qi/PMA wireless charging (market dependent),"SM-G935F, SM-G935FD, SM-G935W8, SM-G9350, SM-G935S, SC-02H, SM-G935K, SM-G935L",Basemark OS II: 2107 / Basemark OS II 2.0: 2050Basemark X: 28480,Photo / Video,Voice 70dB / Noise 69dB / Ring 71dB,Noise -92.5dB / Crosstalk -92.2dB,Endurance rating 92h,"Contrast ratio: Infinite (nominal), 4.439 (sunlight)","5 MP, f/1.7, 22mm (wide), 1/4.1"", 1.34µm",,,,,24-bit/192kHz audio  Active noise cancellation with dedicated mic,0.26 W/kg (head)     0.51 W/kg (body)    ,,,,1.17 W/kg (head)     1.59 W/kg (body)    ,Non-removable Li-Ion 3600 mAh battery,,Up to 74 h,,,,,,"LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 13(700), 17(700), 18(800), 19(800), 20(800), 25(1900), 29(700), 30(2300), 38(2600), 39(1900), 40(2300), 41(2500) - G935W8",Up to 27 h (3G),
rgk6753_65u_l1,UMI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HWLUA-L6735,HUAWEI,Huawei,Y3II,HWLUA-L6735,Huawei,Y3II,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2016, April","Available. Released 2016, June",134.2 x 66.7 x 9.9 mm (5.28 x 2.63 x 0.39 in),150 g (5.29 oz),"Dual SIM (Micro-SIM, dual stand-by)","Capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm (~62.3% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",,"microSD, up to 32 GB (dedicated slot)",,,Yes,,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, LE","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",,,,,,,,"Obsidian Black, Arctic White, Sand Gold, Rose Pink, Sky Blue",HSDPA 850 / 900 / 1900 / 2100,"HSPA, LTE",Android 5.1 (Lollipop); EMUI 3.1,Mediatek MT6735M - 4G modelMediatek MT6582M - 3G model,Quad-core 1.0 GHz Cortex-A53 - 4G modelQuad-core 1.3 GHz Cortex-A7 - 3G model,Mali-T720MP2 - 4G modelMali-400MP2 - 3G model,"8 GB, 1 GB RAM","5 MP, AF",1080p@30fps,About 80 EUR,Dual-LED flash,,"LTE band 1(2100), 3(1800), 7(2600), 8(900), 20(800)",Plastic body,,,,,,,,,"LUA-U22, LUA-U02, LUA-L21, LUA-L22, LUA-L01",,,,,,,2 MP,,,,,,,,,,,Removable Li-Po 2100 mAh battery,,,,,,,,"LTE band 3(1800), 5(850), 40(2300) - India",,
v3740,WIKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lentisltelgt,samsung,Samsung,Galaxy S5,lentisltelgt,Samsung,Galaxy S5,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2014, February. Released 2014, April",Discontinued,142 x 72.5 x 8.1 mm (5.59 x 2.85 x 0.32 in),145 g (5.11 oz),Micro-SIM,"Super AMOLED capacitive touchscreen, 16M colors","5.1 inches, 71.7 cm (~69.6% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~432 ppi density)",,"microSD, up to 256 GB (dedicated slot)",,,Yes,,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.0, A2DP, EDR, LE, aptX","Yes, with A-GPS, GLONASS, BDS",No,"microUSB 3.0 (MHL 2.1 TV-out), USB Host","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer, gesture, heart rate",,,,,,,ANT+  S-Voice natural language commands and dictation  Air gestures,"Charcoal Black, Copper Gold, Electric Blue, Shimmery White",HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A Cat4 150/50 Mbps","Android 4.4.2 (KitKat), upgradable to 6.0 (Marshmallow); TouchWiz UI",Qualcomm MSM8974AC Snapdragon 801 (28 nm),Quad-core 2.5 GHz Krait 400,Adreno 330,"16/32 GB, 2 GB RAM","16 MP, f/2.2, 31mm (standard), 1/2.6"", 1.12µm, PDAF","2160p@30fps, 1080p@60fps, 720p@120fps, HDR, dual-video rec.",About 250 EUR,"LED flash, panorama, HDR",IP67 dust/water resistant (up to 1m for 30 mins),"LTE band 1(2100), 2(1900), 3(1800), 5(850), 7(2600), 8(900), 20(800)",Plastic body,Corning Gorilla Glass 3,,,,Dual video call,1080p@30fps,Yes,Qi/PMA wireless charging (market dependent),"SM-G900F, SM-G900I, SM-G900M, SM-G900T, SM-G900W8, SM-G900H, SM-G900FD, SM-G900P, SM-G900A, SC-04F",Basemark OS II: 1082 / Basemark OS II 2.0: 1060Basemark X: 11744,Photo / Video,Voice 66dB / Noise 66dB / Ring 75dB,Noise -96.3dB / Crosstalk -95.2dB,Endurance rating 83h,"Contrast ratio: Infinite (nominal),  3.549 (sunlight)","2 MP, f/2.4, 22mm (wide)",Yes,,,,24-bit/192kHz audio  Active noise cancellation with dedicated mic,0.56 W/kg (head)     0.41 W/kg (body)    ,,,,1.20 W/kg (head)     1.58 W/kg (body)    ,Removable Li-Ion 2800 mAh battery,,Up to 67 h,,,,,,,Up to 21 h,Up to 390 h
cross8735m_3350b,EVERCOSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m7cdwg,htc,HTC,One Dual Sim,m7cdwg,HTC,One Dual Sim,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2013, June. Released 2013, August",Discontinued,137.8 x 69.3 x 10.4 mm (5.43 x 2.73 x 0.41 in),156 g (5.50 oz),"Dual SIM (Micro-SIM, dual stand-by)","Super LCD3 capacitive touchscreen, 16M colors","4.68 inches, 60.4 cm (~63.2% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~471 ppi density)",,"microSD, up to 64 GB (dedicated slot)",,,"Yes, with stereo speakers",,Yes,"Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP, aptX","Yes, with A-GPS, GLONASS","Stereo FM radio, RDS",microUSB 2.0 (MHL TV-out),"Accelerometer, gyro, proximity, compass",,,,,,,,"Silver, Black",HSDPA 850 / 1900 / 2100 - SIM 1,HSPA 21.1/5.76 Mbps,"Android 4.1.2 (Jelly Bean), upgradable to 5 (Lollipop); Sense UI 5",Qualcomm APQ8064T Snapdragon 600,Quad-core 1.7 GHz Krait 300,Adreno 320,"32 GB, 2 GB RAM","4 MP, 1/3"", 2µm, OIS, AF","1080p@30fps, 720p@60fps, HDR, stereo sound rec.",About 300 EUR,LED flash,,,,Corning Gorilla Glass 2,,,,HDR,1080p@30fps,Yes (Market dependent),,One dual sim,,,,,,,2.1 MP,Yes,,,,Beats Audio  Active noise cancellation with dedicated mic,,,,,1.27 W/kg (head)    ,Non-removable Li-Po 2300 mAh battery,,,,,,,,HSDPA 900 / 2100 - SIM 1,Up to 27 h (2G) / Up to 18 h (3G),Up to 500 h (2G) / Up to 480 h (3G)
my50ds,lge,LG,Leon,my50ds,LG,Leon,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Class 12,Class 12,"2015, February","Available. Released 2015, April",129.9 x 64.9 x 10.9 mm (5.11 x 2.56 x 0.43 in),140 g (4.94 oz),"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm (~66.2% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",,"microSD, up to 32 GB (dedicated slot)",,,Yes,,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.1, A2DP, LE","Yes, with A-GPS, GLONASS","FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",,,,,,,,"Titan, Gold",HSDPA 900 / 1900 / 2100 - H340N,"HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps",Android 5.0.1 (Lollipop),Qualcomm MSM8916 Snapdragon 410 (28 nm),Quad-core 1.2 GHz Cortex-A53,Adreno 306,"8 GB, 1 GB RAM","5 MP or 8 MP, AF",1080p@30fps,About 120 EUR,LED flash,,"LTE band 1(2100), 3(1800), 7(2600), 8(900), 20(800) - H340N",,,,,,,,,,,,,,,,,VGA,,,,,,0.99 W/kg (head)     0.78 W/kg (body)    ,,,,1.05 W/kg (head)     0.80 W/kg (body)    ,Removable Li-Ion 1900 mAh battery,,,,,,,,"LTE band 2(1900), 4(1700/2100), 12(700) - T-Mobile",,Up to 465 h (2G) / Up to 505 h (3G)
hero2qltechn,samsung,Samsung,Galaxy S7 edge,hero2qltechn,Samsung,Galaxy S7 edge,GSM / HSPA / LTE,"GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 - G935FD, G9350",Yes,Yes,"2016, February","Available. Released 2016, March",150.9 x 72.6 x 7.7 mm (5.94 x 2.86 x 0.30 in),157 g (5.54 oz),"Single SIM (Nano-SIM) - G935F, G935W8Hybrid Dual SIM (Nano-SIM, dual stand-by) - G935FD","Super AMOLED capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm (~76.1% screen-to-body ratio)","1440 x 2560 pixels, 16:9 ratio (~534 ppi density)",Always-on display,"microSD, up to 512 GB (uses shared SIM slot) - dual SIM model only",,,Yes,,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.2, A2DP, LE, aptX","Yes, with A-GPS, GLONASS, BDS",No,"microUSB 2.0, USB Host","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer, heart rate, SpO2",,,,,,,ANT+  S-Voice natural language commands and dictation,"Black, White, Gold, Silver, Pink Gold, Black Pearl, Coral Blue","HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - G935F, G935FD, G935W8","HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat9 450/50 Mbps","Android 6.0 (Marshmallow), upgradable to Android 8.0 (Oreo); TouchWiz UI","Qualcomm MSM8996 Snapdragon 820 (14 nm) - G9350Exynos 8890 Octa (14 nm) - G935FD, G935F, G935W8","Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo) - G9350Octa-core (4x2.3 GHz Mongoose & 4x1.6 GHz Cortex-A53) - G935FD, G935F, G935W8","Adreno 530 - G9350Mali-T880 MP12 - G935FD, G935F, G935W8","32/64/128 GB, 4 GB RAM","12 MP, f/1.7, 26mm (wide), 1/2.55"", 1.4µm, OIS, dual pixel PDAF","2160p@30fps, 1080p@60fps, 720p@240fps, HDR, dual-video rec.",About 400 EUR,"LED flash, auto-HDR, panorama","Samsung Pay (Visa, MasterCard certified)  IP68 dust/water proof (up to 1.5m for 30 mins)","LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 13(700), 17(700), 18(800), 19(800), 20(800), 25(1900), 26(850), 28(700), 38(2600), 39(1900), 40(2300), 41(2500) - G935F, G935FD","Front/back glass (Gorilla Glass 4), aluminum frame",Corning Gorilla Glass 4,,,,"Dual video call, Auto-HDR",,Yes,Fast battery charging 15W (Quick Charge 2.0)  Qi/PMA wireless charging (market dependent),"SM-G935F, SM-G935FD, SM-G935W8, SM-G9350, SM-G935S, SC-02H, SM-G935K, SM-G935L",Basemark OS II: 2107 / Basemark OS II 2.0: 2050Basemark X: 28480,Photo / Video,Voice 70dB / Noise 69dB / Ring 71dB,Noise -92.5dB / Crosstalk -92.2dB,Endurance rating 92h,"Contrast ratio: Infinite (nominal), 4.439 (sunlight)","5 MP, f/1.7, 22mm (wide), 1/4.1"", 1.34µm",,,,,24-bit/192kHz audio  Active noise cancellation with dedicated mic,0.26 W/kg (head)     0.51 W/kg (body)    ,,,,1.17 W/kg (head)     1.59 W/kg (body)    ,Non-removable Li-Ion 3600 mAh battery,,Up to 74 h,,,,,,"LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 13(700), 17(700), 18(800), 19(800), 20(800), 25(1900), 29(700), 30(2300), 38(2600), 39(1900), 40(2300), 41(2500) - G935W8",Up to 27 h (3G),
